,text,star,Corrected_scent,app_id,reviewDate
1912,Simple and never fails to keep track. I have 0 complaints. Keep up the good work!,5,Simple and never fails to keep track. i have 0 complaints. Keep up the good work!,com.popularapp.periodcalendar,18/03/21
1913,Excelente!!!!,5,Excelente!!!!,com.popularapp.periodcalendar,18/03/21
1914,Good app,5,Good app.,com.popularapp.periodcalendar,18/03/21
1915,This use to work so well before. Now it gives wrong dates.,3,This use to work so well before.,com.popularapp.periodcalendar,18/03/21
1916,"Really helps to track my period. It's accurate, reliable and precise to the point. No need to use contraceptives because they have a lot of side effects which can lead to other health problems.",5,"Really helps track my period, It's accurate, reliable, and precise to the point.",com.popularapp.periodcalendar,18/03/21
1917,"Easy to use and trace back, cute apps",5,"Easy to use and trace back, cute apps.",com.popularapp.periodcalendar,18/03/21
1918,99% accurate for my experience,5,99.0% accurate for my experience.,com.popularapp.periodcalendar,18/03/21
1919,Good,5,Good,com.popularapp.periodcalendar,18/03/21
1920,Great app!,5,Great app!,com.popularapp.periodcalendar,18/03/21
1921,Good apps!,5,Good apps!,com.popularapp.periodcalendar,18/03/21
1922,The best,5,The best.,com.popularapp.periodcalendar,17/03/21
1923,"Easy to use, clean and simple. Does exactly what it says on the tin 😊 Ads are a bit annoying sometimes",5,"Easy to use, clean and simple. Does exactly what it says on the Tin  Ads are a bit annoying sometimes?",com.popularapp.periodcalendar,17/03/21
1924,I like this one because of the pastel colors which is a good choice for us women. It also has settings to go to for back up or any adjustment. I'll be using this for as long as possible.,5,"I like this one because of the pastel colors, which is a good choice for us women. It also has settings to go to for back up or any adjustment. I'll be using this for as long as possible.",com.popularapp.periodcalendar,17/03/21
1925,Good app,4,Good app.,com.popularapp.periodcalendar,17/03/21
1926,Love it!!!!,5,Love it!!!!,com.popularapp.periodcalendar,17/03/21
1927,Love the customizable characters and features. Super helpful,5,Love the customizable characters and features.,com.popularapp.periodcalendar,17/03/21
1928,Always give dates exactly about when is coming my period. I love it,5,Always give dates exactly about when is coming my period.,com.popularapp.periodcalendar,17/03/21
1929,Really helpful in tracking my ovulation. Would recommend it any day.,5,Really helpful in tracking my ovulation.,com.popularapp.periodcalendar,17/03/21
1930,"love it, been using it for years.",5,"Love it, it's been using it for years.",com.popularapp.periodcalendar,17/03/21
1931,So annoyed. Backed up. Sync to my new phone. All data lost! About 7 years worth,3,So annoyed. -acked up. Sync to my new phone. All data lost!,com.popularapp.periodcalendar,17/03/21
1932,Great,5,Great.,com.popularapp.periodcalendar,17/03/21
1933,Very accurate,5,Very accurate.,com.popularapp.periodcalendar,17/03/21
1934,Awesome,5,Awesome.,com.popularapp.periodcalendar,17/03/21
1935,"For the last two days, I've gotten ""no internet, retry or cancel"" but only on the classic game. My internet works fine, so I have to do something on your end. Please fix it!",1,"For the last two days, I've got ""no internet, retry or cancel"" but only on the classic game. My internet works fine, so I have to do something on your end.",com.rovio.angrybirds,18/03/21
1936,excellent,5,Excellent.,com.goibibo,18/03/21
1937,Cannot open Master League,1,Cannot open Master League.,com.rovio.angrybirds,18/03/21
1938,👍 Goog.game.,5,Goog.game.,com.rovio.angrybirds,18/03/21
1939,Good game.,4,Good game.,com.rovio.angrybirds,18/03/21
1940,Too many connection issues. I play this game everyday for the competition at 7:00 p.m. It really sucks when it doesn't work and blames my connection which is good. At least take responsibility for your own connection issues and stop blaming mine. And update the app to fix problems!,1,"Too many connection issues. I play this game everyday for the competition at 7:00 p.m..m.. It really sucks when it doesn't work and blames my connection, which is good. At least take responsibility for your own connection issues and stop blaming mine.",com.rovio.angrybirds,18/03/21
1941,Superb game i cant say anything,5,"Superb game, I can't say anything.",com.rovio.angrybirds,18/03/21
1942,nice and fast,5,nice and fast.,com.goibibo,18/03/21
1943,Not received refund on hotel cancellation after so many days even if the app is showing that refund has been processed. No way to connect with them. Worst customer service. Booking ID - HTLB87RGTW,1,"Not received refund on hotel cancellation after so many days, even if the app is showing that refund has been processed, no way to connect with them. Worst customer service: Booking ID - HTLB87&rgt;W.",com.goibibo,18/03/21
1944,get higher rate then hotel,1,Get higher rate then hotel.,com.goibibo,18/03/21
1945,Pathetic service .. my refund stuck since 10 days no customer care support available.. feel like cheated by this pathetic app .. i would never recommend this app for booking ..flight ticket didnt booked and money deducted from my account now no customer care number no email id .. looks like i lost my 6.5 k,1,Pathetic service.............................................................................................................................,com.goibibo,18/03/21
1946,Excellent,5,Excellent.,com.goibibo,18/03/21
1947,You people risked my exam.,1,You people risked my exam.,com.goibibo,18/03/21
1948,Do book any holiday package in this. It will be diverted to make my trip and you will not be refunded in case if uou cancel the trip.Goibibo will not care nor respond to our query,1,Do book any holiday package in this. It will be diverted to make my trip and you will not be reimbursed if uou cancel the trip.Goibibo will not care nor respond to our query.,com.goibibo,18/03/21
1949,Good,5,Good,com.goibibo,18/03/21
1950,Very worst ever customer service i was seen in past 5 years experiences. If money they will deduct it was going to their hundi it wont come again to us. They will simply mention it was safe with us but if we click the option of refund it was continue loading for year also very very veryyyyyyyyy worst ever customer support and service we could not able to reach the customer call center also its like a scam of freedom 251.. very veryyyy veryyyyyyyyyyyyyy pooor service and scam application.,1,"Very worst ever customer service (i.e., seen in past 5 years experiences) If money will deduct it was going to their hundi, it won't come again to us. They will simply mention it was safe with us, but if we click the option of refund it was continue loading for year also very very very veryyyyyyyyyy worst ever customer support and service we could not reach the customer call center, also it's like a scam of Freedom 251.",com.goibibo,18/03/21
1951,Good,5,Good,com.goibibo,18/03/21
1952,good approach and fast,5,Good approach and fast.,com.goibibo,18/03/21
1953,Worst application they are not providing my refund money,1,"Worst application, they are not providing my refund money.",com.goibibo,18/03/21
1954,amazing!!!,4,Amazing!!!,com.goibibo,18/03/21
1955,I love it❤️,5,I love it.,com.goibibo,18/03/21
1956,Inspite of trying several time international flight support requests are getting tagged to domestic department.Trying for quite fee months now but still have not received my refund.Booking id is GOMUPKGINTBFF6C54386,1,"Inspite of trying several time international flight support requests are gettingtagged to domestic department.Trying for quite fee months now, but still have not received my refund.Booking id is GomokGIN/TBFF6C54386.",com.goibibo,18/03/21
1957,Please upgrade your payment refund process 😠😠😠,1,Please upgrade your payment process.,com.goibibo,18/03/21
1958,Ok,5,Ok.,com.goibibo,18/03/21
1959,excellent,5,Excellent.,com.goibibo,18/03/21
1960,Very bad my railway ticket booking id ga84ne32,1,Very bad my railway ticket booking id ga84ne32;,com.goibibo,18/03/21
1961,good,3,good.,com.goibibo,18/03/21
1962,Excellent,4,Excellent.,com.goibibo,18/03/21
1963,good service,5,Good service.,com.goibibo,18/03/21
1964,good,5,good.,com.goibibo,18/03/21
1965,Great,5,Great.,com.goibibo,18/03/21
1966,Not able to contact any customer executive for queries. And very pathetic on refunds. I have not got my refund till yet.,1,"Not able to contact any customer executive for queries, and verypathetic on refunds, I have not got my refund till yet.",com.goibibo,18/03/21
1967,Poor quality apk.. fraud booking..,1,"Poor quality apk.m., fraud booking.",com.goibibo,18/03/21
1968,Shittiest travel agency. 100% unreliable. I'm after them to get my refund since last year. If you book a flight forget about all other services. Zero integrity. Please pay my money back. I'm writing this here because they are totally irresponsible towards my emails calls and all possible contacts.,1,"Shittiest Travel agency 100% unreliable. I'm after them to get my refund since last year. If you book a flight, forget about all other services. Zero integrity. Please pay my money back. I'm writing this here because they are totally responsible towards my emails, calls and all possible contacts.",com.goibibo,18/03/21
1969,I send my refund status and bank statement if i got my refund it's good app🥰👍,3,I send my refund status and bank statement if I got my refund it's good.,com.goibibo,18/03/21
1970,"This is worst service provider, no customer support after receipt of your money. Am contacting them since last 3 months for refund of my cancellation but it's not processed yet and there is no one to support instead of stupid autobots. Please don't use Goibibo for your any of bookings.",1,"This is worst service provider, no customer support after receipt of your money. Amcontacting them since last 3 months for refund of my cancellation, but it's not processed yet, and there is no one to support instead of stupid autobots. Please don't use Goibibo for your any of bookings.",com.goibibo,18/03/21
1971,nice 😊,4,nice,com.goibibo,18/03/21
1972,Useless application no customer care services I can't even talk to anyone for my query,1,Useless Application No customer care services I can't even talk to anyone for my query.,com.goibibo,18/03/21
1973,"I booked booked ticket on a wrong date and am trying to cancel it from last 3 days but it is showing someone went wrong and still I couldn't cancel the ticket and I will loose my money ,I called their customer care but no use .if I would cancel it on the time itself I would get 75%refund now am not gonna get even 25%.I felt like this is one of the worst app",1,"I booked booked ticket on a wrong date and am trying to cancel it from last 3 days, but it is showing someone went wrong and still I couldn't cancel the ticket and I will loose my money, 'I called their customer care, but no use.'' If I would cancel it on the time itself I would get 75%Refund, now am not going to get even 25%.''I felt like this is one of the worst app.",com.goibibo,18/03/21
1974,Number 1 fraud apps. Please consider every one.,1,Number (1) fraud apps Please consider every one.,com.goibibo,18/03/21
1975,BOI card open unauthorised URL while making payment.,1,Boi card open unauthorised URL while making payment.,com.goibibo,18/03/21
1976,Good,5,Good,com.goibibo,18/03/21
1977,very nice,5,Very nice.,com.goibibo,18/03/21
1978,Good jab,5,Good jab.,com.goibibo,18/03/21
